start,end,activity,time_of_the_day,ToiletDoor_1,Fridge_3,GroceriesCupboard_5,ToiletFlush_6,Frontdoor_7,PlatesCupboard_9,BedroomDoor_10,BedPressureRight_12,BedPressureLeft_13,CutleryDrawer_14,StoveLid_15,BedroomMovement_16,BedroomDresser_18,BathroomPIR_19,PianoSeatPressure_20,SinkFloat_21,ServerNookSeatPressure _22,BalconyDoor_24,KitchenWindow_25,Toaster_26,Microwave_27,KitchenPIR_28
24-Jul-2009 16:56:00,24-Jul-2009 16:56:59,leaveHouse,0.705555555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 16:57:00,24-Jul-2009 16:57:59,leaveHouse,0.70625,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 16:58:00,24-Jul-2009 16:58:59,leaveHouse,0.706944444444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 16:59:00,24-Jul-2009 16:59:59,leaveHouse,0.707638888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:00:00,24-Jul-2009 17:00:59,leaveHouse,0.708333333333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:01:00,24-Jul-2009 17:01:59,leaveHouse,0.709027777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:02:00,24-Jul-2009 17:02:59,leaveHouse,0.709722222222,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:03:00,24-Jul-2009 17:03:59,leaveHouse,0.710416666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:04:00,24-Jul-2009 17:04:59,leaveHouse,0.711111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:05:00,24-Jul-2009 17:05:59,leaveHouse,0.711805555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:06:00,24-Jul-2009 17:06:59,leaveHouse,0.7125,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:07:00,24-Jul-2009 17:07:59,leaveHouse,0.713194444444,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:08:00,24-Jul-2009 17:08:59,leaveHouse,0.713888888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:09:00,24-Jul-2009 17:09:59,leaveHouse,0.714583333333,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:10:00,24-Jul-2009 17:10:59,leaveHouse,0.715277777778,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:11:00,24-Jul-2009 17:11:59,leaveHouse,0.715972222222,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:12:00,24-Jul-2009 17:12:59,leaveHouse,0.716666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:13:00,24-Jul-2009 17:13:59,leaveHouse,0.717361111111,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:14:00,24-Jul-2009 17:14:59,leaveHouse,0.718055555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:15:00,24-Jul-2009 17:15:59,leaveHouse,0.71875,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:16:00,24-Jul-2009 17:16:59,leaveHouse,0.719444444444,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:17:00,24-Jul-2009 17:17:59,leaveHouse,0.720138888889,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:18:00,24-Jul-2009 17:18:59,leaveHouse,0.720833333333,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:19:00,24-Jul-2009 17:19:59,leaveHouse,0.721527777778,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:20:00,24-Jul-2009 17:20:59,leaveHouse,0.722222222222,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:21:00,24-Jul-2009 17:21:59,leaveHouse,0.722916666667,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:22:00,24-Jul-2009 17:22:59,leaveHouse,0.723611111111,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:23:00,24-Jul-2009 17:23:59,leaveHouse,0.724305555556,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:24:00,24-Jul-2009 17:24:59,leaveHouse,0.725,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:25:00,24-Jul-2009 17:25:59,leaveHouse,0.725694444444,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:26:00,24-Jul-2009 17:26:59,leaveHouse,0.726388888889,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:27:00,24-Jul-2009 17:27:59,leaveHouse,0.727083333333,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:28:00,24-Jul-2009 17:28:59,leaveHouse,0.727777777778,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:29:00,24-Jul-2009 17:29:59,leaveHouse,0.728472222222,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:30:00,24-Jul-2009 17:30:59,leaveHouse,0.729166666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:31:00,24-Jul-2009 17:31:59,leaveHouse,0.729861111111,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:32:00,24-Jul-2009 17:32:59,leaveHouse,0.730555555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:33:00,24-Jul-2009 17:33:59,leaveHouse,0.73125,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:34:00,24-Jul-2009 17:34:59,leaveHouse,0.731944444444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:35:00,24-Jul-2009 17:35:59,leaveHouse,0.732638888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:36:00,24-Jul-2009 17:36:59,leaveHouse,0.733333333333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:37:00,24-Jul-2009 17:37:59,leaveHouse,0.734027777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:38:00,24-Jul-2009 17:38:59,leaveHouse,0.734722222222,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:39:00,24-Jul-2009 17:39:59,leaveHouse,0.735416666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:40:00,24-Jul-2009 17:40:59,leaveHouse,0.736111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:41:00,24-Jul-2009 17:41:59,leaveHouse,0.736805555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:42:00,24-Jul-2009 17:42:59,leaveHouse,0.7375,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:43:00,24-Jul-2009 17:43:59,leaveHouse,0.738194444444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:44:00,24-Jul-2009 17:44:59,leaveHouse,0.738888888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:45:00,24-Jul-2009 17:45:59,leaveHouse,0.739583333333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:46:00,24-Jul-2009 17:46:59,leaveHouse,0.740277777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:47:00,24-Jul-2009 17:47:59,leaveHouse,0.740972222222,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:48:00,24-Jul-2009 17:48:59,leaveHouse,0.741666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:49:00,24-Jul-2009 17:49:59,leaveHouse,0.742361111111,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:50:00,24-Jul-2009 17:50:59,leaveHouse,0.743055555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:51:00,24-Jul-2009 17:51:59,leaveHouse,0.74375,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:52:00,24-Jul-2009 17:52:59,leaveHouse,0.744444444444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:53:00,24-Jul-2009 17:53:59,leaveHouse,0.745138888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:54:00,24-Jul-2009 17:54:59,leaveHouse,0.745833333333,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:55:00,24-Jul-2009 17:55:59,leaveHouse,0.746527777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:56:00,24-Jul-2009 17:56:59,leaveHouse,0.747222222222,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:57:00,24-Jul-2009 17:57:59,leaveHouse,0.747916666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:58:00,24-Jul-2009 17:58:59,leaveHouse,0.748611111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 17:59:00,24-Jul-2009 17:59:59,leaveHouse,0.749305555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:00:00,24-Jul-2009 18:00:59,leaveHouse,0.75,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:01:00,24-Jul-2009 18:01:59,leaveHouse,0.750694444444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:02:00,24-Jul-2009 18:02:59,leaveHouse,0.751388888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:03:00,24-Jul-2009 18:03:59,leaveHouse,0.752083333333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:04:00,24-Jul-2009 18:04:59,leaveHouse,0.752777777778,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:05:00,24-Jul-2009 18:05:59,leaveHouse,0.753472222222,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:06:00,24-Jul-2009 18:06:59,leaveHouse,0.754166666667,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:07:00,24-Jul-2009 18:07:59,leaveHouse,0.754861111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:08:00,24-Jul-2009 18:08:59,leaveHouse,0.755555555556,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:09:00,24-Jul-2009 18:09:59,leaveHouse,0.75625,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:10:00,24-Jul-2009 18:10:59,leaveHouse,0.756944444444,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:11:00,24-Jul-2009 18:11:59,leaveHouse,0.757638888889,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:12:00,24-Jul-2009 18:12:59,leaveHouse,0.758333333333,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:13:00,24-Jul-2009 18:13:59,leaveHouse,0.759027777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:14:00,24-Jul-2009 18:14:59,leaveHouse,0.759722222222,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:15:00,24-Jul-2009 18:15:59,leaveHouse,0.760416666667,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:16:00,24-Jul-2009 18:16:59,leaveHouse,0.761111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:17:00,24-Jul-2009 18:17:59,leaveHouse,0.761805555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:18:00,24-Jul-2009 18:18:59,leaveHouse,0.7625,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:19:00,24-Jul-2009 18:19:59,leaveHouse,0.763194444444,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:20:00,24-Jul-2009 18:20:59,leaveHouse,0.763888888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:21:00,24-Jul-2009 18:21:59,leaveHouse,0.764583333333,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:22:00,24-Jul-2009 18:22:59,leaveHouse,0.765277777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:23:00,24-Jul-2009 18:23:59,leaveHouse,0.765972222222,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:24:00,24-Jul-2009 18:24:59,leaveHouse,0.766666666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:25:00,24-Jul-2009 18:25:59,leaveHouse,0.767361111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:26:00,24-Jul-2009 18:26:59,leaveHouse,0.768055555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:27:00,24-Jul-2009 18:27:59,leaveHouse,0.76875,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:28:00,24-Jul-2009 18:28:59,leaveHouse,0.769444444444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:29:00,24-Jul-2009 18:29:59,leaveHouse,0.770138888889,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:30:00,24-Jul-2009 18:30:59,leaveHouse,0.770833333333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:31:00,24-Jul-2009 18:31:59,leaveHouse,0.771527777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:32:00,24-Jul-2009 18:32:59,leaveHouse,0.772222222222,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:33:00,24-Jul-2009 18:33:59,idle,0.772916666667,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:34:00,24-Jul-2009 18:34:59,idle,0.773611111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:35:00,24-Jul-2009 18:35:59,idle,0.774305555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:36:00,24-Jul-2009 18:36:59,idle,0.775,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:37:00,24-Jul-2009 18:37:59,idle,0.775694444444,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:38:00,24-Jul-2009 18:38:59,idle,0.776388888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:39:00,24-Jul-2009 18:39:59,idle,0.777083333333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:40:00,24-Jul-2009 18:40:59,idle,0.777777777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:41:00,24-Jul-2009 18:41:59,idle,0.778472222222,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:42:00,24-Jul-2009 18:42:59,idle,0.779166666667,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:43:00,24-Jul-2009 18:43:59,idle,0.779861111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:44:00,24-Jul-2009 18:44:59,idle,0.780555555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:45:00,24-Jul-2009 18:45:59,idle,0.78125,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:46:00,24-Jul-2009 18:46:59,idle,0.781944444444,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:47:00,24-Jul-2009 18:47:59,idle,0.782638888889,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:48:00,24-Jul-2009 18:48:59,idle,0.783333333333,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:49:00,24-Jul-2009 18:49:59,idle,0.784027777778,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:50:00,24-Jul-2009 18:50:59,idle,0.784722222222,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:51:00,24-Jul-2009 18:51:59,idle,0.785416666667,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0
24-Jul-2009 18:52:00,24-Jul-2009 18:52:59,idle,0.786111111111,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:53:00,24-Jul-2009 18:53:59,idle,0.786805555556,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:54:00,24-Jul-2009 18:54:59,idle,0.7875,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:55:00,24-Jul-2009 18:55:59,idle,0.788194444444,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:56:00,24-Jul-2009 18:56:59,idle,0.788888888889,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:57:00,24-Jul-2009 18:57:59,idle,0.789583333333,0,0,1,0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:58:00,24-Jul-2009 18:58:59,idle,0.790277777778,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0
24-Jul-2009 18:59:00,24-Jul-2009 18:59:59,idle,0.790972222222,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:00:00,24-Jul-2009 19:00:59,idle,0.791666666667,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:01:00,24-Jul-2009 19:01:59,idle,0.792361111111,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0
24-Jul-2009 19:02:00,24-Jul-2009 19:02:59,idle,0.793055555556,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:03:00,24-Jul-2009 19:03:59,idle,0.79375,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:04:00,24-Jul-2009 19:04:59,idle,0.794444444444,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:05:00,24-Jul-2009 19:05:59,idle,0.795138888889,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:06:00,24-Jul-2009 19:06:59,idle,0.795833333333,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:07:00,24-Jul-2009 19:07:59,idle,0.796527777778,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:08:00,24-Jul-2009 19:08:59,idle,0.797222222222,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:09:00,24-Jul-2009 19:09:59,idle,0.797916666667,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0
24-Jul-2009 19:10:00,24-Jul-2009 19:10:59,idle,0.798611111111,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:11:00,24-Jul-2009 19:11:59,idle,0.799305555556,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:12:00,24-Jul-2009 19:12:59,idle,0.8,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0
24-Jul-2009 19:13:00,24-Jul-2009 19:13:59,idle,0.800694444444,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24-Jul-2009 19:14:00,24-Jul-2009 19:14:59,idle,0.801388888889,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24-Jul-2009 19:15:00,24-Jul-2009 19:15:59,idle,0.802083333333,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24-Jul-2009 19:16:00,24-Jul-2009 19:16:59,idle,0.802777777778,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24-Jul-2009 19:17:00,24-Jul-2009 19:17:59,idle,0.803472222222,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24-Jul-2009 19:18:00,24-Jul-2009 19:18:59,idle,0.804166666667,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24-Jul-2009 19:19:00,24-Jul-2009 19:19:59,idle,0.804861111111,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24-Jul-2009 19:20:00,24-Jul-2009 19:20:59,idle,0.805555555556,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
24-Jul-2009 19:21:00,24-Jul-2009 19:21:59,idle,0.80625,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
